carat	 color	 clarity	 depth	 table	 price	 x	 y	 z	 heavy	 cut_now
0.7	 D	 VS1	63.6	60	3001	5.61	5.52	3.54	0	2
0.7	 D	 VS1	63.4	59	3001	5.58	5.55	3.53	0	3
0.6	 G	 VVS1	62.1	56	3001	5.42	5.43	3.37	0	5
0.75	 H	 VVS2	60.6	57	3002	5.86	5.89	3.56	0	3
0.83	 E	 SI1	62.1	58	3002	6.01	6.04	3.74	1	3
0.77	 E	 SI2	60.4	58	3002	5.91	5.95	3.58	0	3
0.71	 D	 VS2	62.1	60	3002	5.68	5.72	3.54	0	4
0.89	 H	 SI2	63.3	59	3002	6.04	6.09	3.84	1	2
0.72	 F	 VS1	63.8	58	3002	5.68	5.63	3.61	0	2
0.72	 G	 VVS2	61.6	55	3002	5.78	5.77	3.56	0	5
0.8	 G	 VS2	60.6	59	3002	6.02	5.97	3.63	1	4
0.73	 F	 VS1	58.6	66	3002	5.92	5.88	3.46	0	1
0.76	 E	 SI1	61.5	56	3003	5.89	5.91	3.63	0	5
1.01	 D	 SI2	64.6	56	3003	6.31	6.24	4.05	1	1
0.65	 D	 VVS2	59.9	58	3003	5.69	5.63	3.39	0	4
0.81	 F	 SI1	61.9	58	3004	5.99	5.96	3.7	1	4
0.81	 F	 SI1	61.8	55	3004	6.04	6	3.72	1	5
0.7	 H	 VS1	61.7	55	3004	5.69	5.72	3.52	0	5
0.61	 E	 VS1	61.3	54	3004	5.53	5.5	3.38	0	5
0.78	 G	 SI1	60.6	57	3004	5.95	5.97	3.61	0	5
0.72	 F	 SI1	62.3	56	3004	5.77	5.79	3.6	0	5
0.92	 D	 SI2	60.2	61	3004	6.32	6.27	3.79	1	4
0.75	 E	 SI1	61.1	59	3005	5.85	5.9	3.59	0	3
0.55	 F	 VVS1	61.2	54	3005	5.3	5.35	3.26	0	5
0.8	 H	 SI1	63	57	3005	5.89	5.95	3.73	1	3
0.72	 I	 VS1	60.4	56	3005	5.8	5.86	3.52	0	5
0.73	 H	 VVS1	61.6	57	3005	5.81	5.78	3.57	0	5
0.91	 I	 SI2	63.4	58	3006	6.08	6.12	3.87	1	3
0.91	 G	 SI2	62.8	59	3006	6.09	6.14	3.84	1	3
0.71	 E	 VS1	61.1	58	3006	5.8	5.76	3.53	0	4
0.71	 E	 VS1	63.2	60	3006	5.63	5.6	3.55	0	3
0.55	 D	 VVS1	60.3	59	3006	5.34	5.3	3.21	0	4
0.71	 I	 VVS2	60.7	57	3007	5.76	5.8	3.51	0	5
0.71	 I	 VVS2	60.4	57	3007	5.78	5.81	3.5	0	5
0.7	 E	 VVS2	62.7	53	3007	5.65	5.61	3.53	0	4
0.71	 G	 SI1	61.3	55	3007	5.73	5.79	3.53	0	5
0.71	 G	 SI1	61.6	55	3007	5.72	5.78	3.54	0	5
0.71	 G	 SI1	61.9	56	3007	5.73	5.76	3.55	0	5
0.71	 G	 SI1	61.6	57	3007	5.73	5.76	3.54	0	5
0.71	 G	 SI1	61.4	56	3007	5.72	5.77	3.53	0	5
0.76	 D	 SI1	61.2	57	3007	5.88	5.91	3.61	0	5
0.91	 F	 SI1	63.1	60	3007	6.13	6.1	3.86	1	3
0.7	 D	 VS1	60.4	58	3008	5.71	5.78	3.47	0	3
0.61	 G	 VVS1	61.2	56	3008	5.46	5.48	3.35	0	5
0.7	 F	 VS2	61.3	57	3008	5.7	5.76	3.51	0	5
0.82	 H	 VS1	62.5	59	3008	5.96	5.94	3.72	1	4
0.71	 E	 VS1	63.7	58	3009	5.63	5.68	3.6	0	3
0.71	 E	 VS1	62.1	57	3009	5.67	5.69	3.53	0	3
0.71	 E	 VS1	63.4	58	3009	5.64	5.68	3.59	0	3
0.74	 E	 SI1	61.3	58	3009	5.8	5.84	3.57	0	3
0.83	 F	 SI1	62.1	57	3010	6	6.02	3.73	1	5
0.83	 F	 SI1	62.1	58	3010	5.98	6.06	3.74	1	3
0.8	 I	 VS1	60.7	59	3010	5.98	6.02	3.64	1	5
0.8	 D	 SI1	62.2	57	3011	5.89	5.85	3.65	1	5
0.73	 G	 VS1	60.7	55	3011	5.87	5.89	3.57	0	3
1	 G	 I1	62.5	62	3011	6.42	6.35	3.99	1	3
1.2	 J	 I1	64.9	59	3011	6.61	6.54	4.27	1	1
1.2	 I	 I1	62.2	66	3011	6.77	6.7	4.2	1	1
1.2	 I	 I1	66.2	55	3011	6.61	6.51	4.34	1	1
0.61	 E	 VVS2	62	54	3011	5.43	5.47	3.38	0	5
0.7	 F	 VS2	61.9	55	3011	5.7	5.74	3.54	0	5
0.7	 F	 VS2	61.8	57	3011	5.67	5.75	3.53	0	5
0.7	 F	 VS2	62.7	55	3011	5.66	5.69	3.56	0	5
0.7	 F	 VS2	61.4	58	3011	5.7	5.73	3.51	0	5
0.77	 D	 SI2	62.3	55	3011	5.9	5.85	3.66	0	5
0.75	 H	 SI1	61.9	55	3011	5.82	5.85	3.61	0	5
0.75	 H	 SI1	61.9	56	3011	5.81	5.85	3.61	0	5
1	 E	 SI2	55.4	62	3011	6.63	6.59	3.66	1	1
0.78	 G	 VS2	61.3	60	3012	5.89	5.96	3.63	0	3
0.82	 E	 SI2	62.2	57	3012	6	5.97	3.72	1	5
0.72	 G	 VS2	61.7	56	3012	5.74	5.78	3.55	0	5
0.72	 E	 SI1	61	57	3012	5.77	5.8	3.53	0	5
0.72	 E	 SI1	60.3	55	3012	5.85	5.89	3.54	0	5
0.8	 F	 SI1	63.9	56	3013	5.84	5.87	3.74	1	3
0.75	 F	 VS2	61.6	58	3013	5.84	5.89	3.61	0	4
0.71	 F	 VS1	62.1	53	3013	5.7	5.77	3.56	0	3
0.71	 F	 VS1	61.1	57	3013	5.76	5.82	3.54	0	5
0.81	 E	 SI2	61.8	56	3013	6	5.97	3.7	1	5
0.81	 E	 SI2	60.1	57	3013	6.07	6.1	3.66	1	5
0.9	 D	 SI1	62.2	60	3013	6.08	6.05	3.77	1	4
0.78	 E	 SI1	62.7	55	3014	5.9	5.87	3.69	0	5
0.71	 H	 VVS1	61.8	56	3014	5.7	5.75	3.54	0	5
0.73	 D	 SI1	60.8	59	3014	5.8	5.85	3.54	0	3
1.01	 G	 I1	61.1	61	3014	6.49	6.35	3.92	1	4
0.9	 G	 SI2	63.7	62	3014	6.07	6.01	3.85	1	2
0.84	 G	 SI2	62.8	57	3015	6	6.04	3.78	1	3
0.91	 E	 SI2	58.6	63	3015	6.32	6.38	3.72	1	3
0.78	 H	 VVS2	61.7	55	3015	5.9	5.94	3.65	0	5
0.81	 E	 SI2	61	56	3015	5.99	6.05	3.67	1	5
0.72	 D	 VS2	62.1	59	3016	5.7	5.73	3.55	0	3
0.7	 E	 VS1	61.8	58	3016	5.71	5.75	3.54	0	4
0.7	 E	 VS1	62.7	57	3016	5.65	5.7	3.56	0	5
0.9	 F	 SI2	64.2	62	3016	6	6.08	3.88	1	2
0.76	 H	 VS2	61.9	55	3016	5.85	5.88	3.64	0	5
0.96	 E	 SI2	62.8	60	3016	6.3	6.24	3.94	1	4
0.9	 H	 SI2	62.8	55	3016	6.18	6.11	3.86	1	5
0.7	 G	 VS1	60.1	60	3017	5.73	5.76	3.45	0	3
0.71	 F	 VS1	61.8	60	3017	5.66	5.7	3.51	0	3
1.12	 G	 I1	60.3	60	3017	6.75	6.69	4.05	1	4
0.7	 G	 VS1	61.1	56	3017	5.72	5.74	3.5	0	5
0.5	 D	 VVS2	62.4	64	3017	5.03	5.06	3.14	0	2
1.12	 G	 I1	61.2	63	3017	6.68	6.59	4.05	1	3
0.7	 F	 VVS1	63.2	58	3018	5.58	5.62	3.54	0	2
1.03	 G	 I1	60.8	57	3018	6.51	6.55	3.97	1	3
0.7	 F	 VVS2	62.5	59	3018	5.68	5.61	3.53	0	4
0.71	 F	 VVS2	62.6	56	3018	5.7	5.65	3.55	0	5
0.72	 H	 VS2	61.2	57	3018	5.79	5.77	3.54	0	5
0.7	 E	 VS1	60.2	61	3018	5.71	5.75	3.45	0	2
1.02	 F	 SI2	63.3	56	3018	6.38	6.31	4.02	1	3
0.77	 F	 VS2	62.4	59	3018	5.85	5.81	3.64	0	4
0.7	 F	 VVS2	62.2	56	3018	5.72	5.63	3.53	0	4
0.93	 G	 SI2	61.4	56	3019	6.27	6.23	3.84	1	4
0.78	 D	 SI1	60.4	57	3019	6.02	5.97	3.62	0	4
0.71	 D	 VS2	60.4	53	3020	5.81	5.85	3.52	0	5
0.73	 F	 SI1	61.3	56	3023	5.78	5.84	3.56	0	3
0.65	 E	 VVS2	62.1	57	3023	5.55	5.6	3.46	0	5
0.85	 G	 SI1	61.6	55	3023	6.09	6.11	3.76	1	5
0.9	 H	 SI2	63.1	60	3024	6.09	6.14	3.86	1	2
0.9	 H	 SI2	63.1	55	3024	6.08	6.13	3.85	1	2
0.75	 E	 VS2	62.1	57	3024	5.9	5.79	3.63	0	4
0.9	 J	 VS2	63.1	59	3024	6.09	6.05	3.83	1	3
0.9	 J	 VS2	63.9	58	3024	6.15	6.08	3.91	1	2
0.72	 E	 VS2	60.4	61	3024	5.79	5.76	3.49	0	4
0.9	 H	 SI1	65.6	57	3024	6.04	6.01	3.95	1	1
0.72	 E	 VS2	62.5	59	3024	5.73	5.7	3.57	0	4
0.75	 D	 SI1	63.6	58	3024	5.77	5.65	3.63	0	2
0.75	 E	 SI1	61.7	60	3024	5.84	5.8	3.59	0	4
0.72	 G	 VS1	60.1	63	3024	5.86	5.82	3.51	0	3
0.75	 D	 SI1	59.2	58	3024	5.96	5.93	3.52	0	4
0.65	 D	 VVS2	57.7	60	3025	5.69	5.74	3.3	0	3
0.7	 G	 VS2	61.8	55	3026	5.69	5.74	3.53	0	3
0.59	 E	 VVS2	61.8	57	3026	5.35	5.4	3.32	0	5
0.71	 E	 VS2	62.3	56	3026	5.7	5.73	3.56	0	5
0.83	 H	 VS2	61.3	54	3027	6.06	6.1	3.73	1	5
1.02	 J	 SI1	66.8	55	3027	6.25	6.18	4.15	1	1
1	 G	 SI2	64.9	57	3027	6.29	6.2	4.05	1	1
1.02	 G	 SI2	61.7	58	3027	6.46	6.41	3.97	1	4
0.77	 H	 VVS2	57.9	61	3027	6.07	6.01	3.5	0	2
0.7	 F	 VVS2	58.5	60	3028	5.82	5.94	3.44	0	3
0.8	 H	 VS2	62.1	54	3030	5.96	5.99	3.71	1	5
0.74	 H	 VS1	61.6	55	3030	5.79	5.83	3.58	0	5
0.77	 F	 VS1	66.8	57	3031	5.66	5.76	3.82	0	1
0.72	 G	 VS1	58.9	58	3032	5.93	5.85	3.47	0	4
1.01	 E	 I1	63.8	57	3032	6.4	6.33	4.06	1	2
1.01	 H	 SI2	63.5	55	3032	6.32	6.27	4	1	3
0.55	 F	 VVS1	61.2	54	3032	5.35	5.3	3.26	0	5
0.71	 D	 VS2	63	57	3033	5.67	5.7	3.58	0	3
0.73	 G	 VS1	61.6	57	3033	5.76	5.79	3.56	0	5
0.76	 E	 SI1	62.5	57	3033	5.8	5.82	3.63	0	5
0.52	 E	 IF	61.1	57	3033	5.17	5.21	3.17	0	5
0.7	 D	 VS2	64.1	59	3033	5.56	5.49	3.54	0	2
0.7	 D	 VS2	63.2	60	3033	5.61	5.56	3.53	0	3
0.7	 D	 VS2	63.9	58	3033	5.62	5.58	3.58	0	2
0.92	 I	 VS2	64.4	58	3033	6.13	6.1	3.94	1	1
0.91	 H	 SI1	63	57	3033	6.19	6.1	3.87	1	4
0.91	 I	 SI2	61.6	57	3034	6.23	6.24	3.84	1	5
0.91	 I	 SI2	60.2	59	3034	6.24	6.29	3.77	1	2
0.7	 G	 VS1	61.4	57	3034	5.7	5.73	3.51	0	5
0.72	 E	 VS2	63.8	57	3035	5.66	5.69	3.62	0	3
0.71	 E	 VS2	59.5	57	3035	5.83	5.86	3.48	0	5
0.72	 G	 VS1	62.4	59	3035	5.71	5.74	3.57	0	5
0.78	 D	 SI1	62.4	57	3035	5.87	5.89	3.67	0	5
0.71	 D	 SI1	60.6	57	3035	5.82	5.72	3.5	0	5
0.8	 H	 VVS2	62.9	56	3036	5.9	5.96	3.73	1	3
0.74	 E	 VS2	62.6	56	3036	5.73	5.81	3.61	0	5
0.74	 D	 SI1	62.4	59	3036	5.73	5.8	3.6	0	4
0.61	 D	 VVS2	62.4	58	3036	5.38	5.42	3.37	0	5
0.78	 F	 SI1	61	55	3036	6	5.96	3.65	0	5
0.7	 G	 VVS1	63.3	57	3037	5.59	5.63	3.55	0	3
0.32	 E	 SI1	63.3	56	561	4.34	4.35	2.75	0	2
0.32	 G	 VS2	60.5	58	561	4.41	4.42	2.67	0	4
0.4	 H	 SI2	63.7	59	561	4.64	4.69	2.97	0	2
0.32	 G	 VS2	62.5	60	561	4.32	4.38	2.72	0	4
0.32	 G	 VS2	61.4	56	561	4.37	4.39	2.69	0	5
0.32	 G	 VS2	59.8	59	561	4.48	4.52	2.69	0	4
0.32	 I	 VVS2	60.7	59	561	4.4	4.43	2.68	0	4
0.32	 G	 VS2	60.2	57	561	4.42	4.45	2.67	0	3
0.32	 G	 VS2	63.3	54	561	4.36	4.39	2.77	0	2
0.32	 H	 VS1	63.1	57	561	4.34	4.37	2.75	0	2
0.32	 G	 VS2	61.4	55	561	4.4	4.46	2.72	0	5
0.32	 G	 VS2	59.8	57	561	4.43	4.46	2.66	0	5
0.32	 G	 VS2	61.7	57	561	4.38	4.4	2.71	0	5
0.32	 H	 VS1	62.3	58	561	4.34	4.39	2.72	0	4
0.32	 H	 VS1	63	57	561	4.32	4.35	2.73	0	3
0.32	 G	 VS2	61.9	58	561	4.36	4.43	2.72	0	4
0.32	 G	 VS2	63.1	57	561	4.3	4.35	2.73	0	2
0.32	 H	 VS1	63	57	561	4.37	4.39	2.76	0	3
0.32	 G	 VS2	61.8	57	561	4.37	4.4	2.71	0	5
0.32	 H	 VS1	61.7	58	561	4.37	4.41	2.71	0	3
0.32	 H	 VS1	61.7	58	561	4.38	4.44	2.72	0	4
0.32	 E	 SI1	60.1	60	561	4.42	4.47	2.67	0	3
0.32	 G	 VS2	61.8	55	561	4.41	4.42	2.73	0	5
0.32	 G	 VS2	61.7	60	561	4.32	4.4	2.69	0	4
0.32	 E	 SI1	63.4	55	561	4.35	4.36	2.76	0	2
0.32	 G	 VS2	62.6	58	561	4.37	4.39	2.74	0	3
0.32	 G	 VS2	62.3	58	561	4.36	4.41	2.73	0	4
0.32	 G	 VS2	61.6	57	561	4.39	4.41	2.71	0	5
0.32	 H	 VS1	61.9	55	561	4.4	4.42	2.73	0	5
0.32	 H	 VS1	60.2	56	561	4.44	4.49	2.69	0	5
0.72	 E	 SI1	62.2	58	3037	5.72	5.75	3.57	0	5
0.76	 H	 VS2	61.4	57	3038	5.85	5.88	3.6	0	5
0.7	 H	 VS2	61.5	56	3038	5.71	5.73	3.52	0	5
0.73	 E	 SI1	62.2	56	3038	5.76	5.79	3.59	0	5
0.7	 G	 VVS2	61	59	3039	5.67	5.7	3.47	0	3
0.7	 F	 VS1	64.9	59	3039	5.56	5.59	3.62	0	1
0.77	 D	 SI1	62.1	58	3040	5.84	5.89	3.64	0	3
0.92	 I	 SI2	61.5	59	3040	6.27	6.21	3.84	1	4
0.73	 G	 VS1	61.8	57	3041	5.78	5.81	3.58	0	5
0.71	 F	 VS1	62.7	57	3041	5.66	5.7	3.56	0	5
0.71	 F	 VS1	61.7	55	3041	5.73	5.77	3.55	0	5
0.81	 I	 VS1	59.4	56	3042	5.97	6.11	3.59	1	2
0.71	 G	 VVS2	62.5	57	3042	5.73	5.7	3.57	0	5
0.72	 G	 VVS2	60.4	58	3043	5.77	5.82	3.5	0	3
0.81	 F	 SI1	61.9	59	3043	5.97	5.95	3.69	1	4
0.81	 I	 SI1	61.3	56	3043	6.27	6.23	3.83	1	5
0.77	 F	 SI1	59.6	60	3044	5.95	5.97	3.55	0	3
0.83	 G	 SI1	62.1	57	3044	6.03	5.95	3.72	1	5
0.71	 F	 VS1	62.2	55	3045	5.68	5.74	3.56	0	3
0.71	 F	 VS1	61.2	57	3045	5.73	5.77	3.52	0	3
0.78	 F	 SI1	62.4	58	3045	5.83	5.86	3.65	0	3
0.71	 D	 VS2	62.8	56	3045	5.67	5.7	3.57	0	3
0.72	 D	 VS2	60.2	60	3045	5.76	5.81	3.48	0	4
1.14	 J	 SI1	60.2	57	3045	6.81	6.71	4.07	1	5
0.75	 E	 SI1	60.8	56	3045	5.91	5.89	3.59	0	5
0.75	 D	 SI1	59.7	62	3046	5.89	5.94	3.53	0	3
0.7	 G	 VVS2	61.1	61	3046	5.67	5.69	3.47	0	2
0.79	 F	 SI1	61.5	58	3047	5.94	5.97	3.66	0	3
0.73	 D	 VS1	66	54	3047	5.56	5.66	3.7	0	1
0.91	 G	 SI2	60.1	62	3047	6.24	6.2	3.73	1	4
0.91	 G	 SI2	62.8	59	3047	6.14	6.12	3.85	1	4
0.93	 I	 SI2	62.3	57	3047	6.22	6.2	3.87	1	5
0.82	 F	 SI1	63.9	56.9	3048	5.85	5.92	3.76	1	3
0.75	 D	 SI1	61.8	57	3048	5.78	5.81	3.58	0	3
0.72	 H	 IF	58.7	59	3048	5.94	5.88	3.47	0	4
0.72	 G	 SI1	61.8	56	3048	5.7	5.76	3.55	0	5
0.72	 E	 VS1	57.9	60	3048	5.97	5.91	3.44	0	2
0.72	 E	 VS1	63.1	56	3048	5.7	5.65	3.58	0	3
0.9	 J	 VS1	62.6	55	3048	6.13	6.11	3.83	1	5
0.72	 D	 SI1	60.5	57	3048	5.89	5.85	3.55	0	4
0.72	 D	 SI1	62.6	54	3048	5.78	5.72	3.6	0	4
0.75	 E	 SI1	61.4	55	3049	5.8	5.86	3.58	0	5
0.66	 D	 VVS2	61.6	57	3049	5.64	5.57	3.45	0	5
0.83	 E	 SI2	61.9	53	3049	6.08	6.04	3.75	1	5
0.62	 D	 VVS2	58.1	63	3050	5.59	5.66	3.27	0	3
0.8	 E	 SI1	63.1	56	3050	5.93	5.83	3.71	1	3
0.76	 H	 SI1	61.3	55	3050	5.87	5.93	3.62	0	5
0.76	 H	 SI1	61.4	55	3050	5.82	5.9	3.6	0	5
0.82	 E	 SI2	61.8	56	3050	5.95	5.99	3.69	1	2
0.81	 E	 SI2	62.1	57	3050	5.97	5.91	3.69	1	5
1.02	 E	 I1	63.1	60	3051	6.31	6.4	4.01	1	2
0.66	 G	 IF	60.5	59	3051	5.69	5.74	3.46	0	3
0.7	 D	 VS2	62.5	55	3052	5.65	5.71	3.55	0	3
0.77	 F	 VS2	61.2	57	3052	5.93	5.97	3.64	0	5
0.7	 G	 VVS2	60.2	61	3052	5.66	5.74	3.43	0	3
1.03	 G	 SI1	66.1	56	3052	6.26	6.2	4.12	1	1
0.7	 D	 VS2	62.6	58	3053	5.67	5.7	3.56	0	3
0.71	 E	 VS2	59.9	59	3053	5.79	5.83	3.48	0	3
0.7	 F	 VS1	62.8	59	3053	5.65	5.69	3.56	0	3
0.71	 E	 VS2	60.9	56	3053	5.77	5.83	3.53	0	5
0.81	 F	 SI2	62.3	54	3053	5.94	5.98	3.72	1	5
0.78	 E	 SI2	61	56	3053	5.92	5.98	3.63	0	5
0.75	 E	 SI1	61.3	57	3053	5.84	5.91	3.6	0	5
0.79	 E	 SI1	63.2	56	3053	5.91	5.83	3.71	0	3
0.79	 G	 VS1	62.3	56	3053	5.94	5.87	3.68	0	4
0.79	 G	 VS1	61.3	59	3053	5.97	5.91	3.64	0	4
0.79	 E	 SI1	62.1	54	3053	5.96	5.92	3.69	0	5
0.7	 D	 VS1	62.9	60	3054	5.62	5.67	3.55	0	3
1.01	 H	 SI2	61.1	60	3054	6.46	6.41	3.93	1	4
1.01	 I	 SI2	61.9	58	3054	6.45	6.41	3.98	1	4
1.01	 I	 SI2	66.1	58	3054	6.21	6.04	4.05	1	1
1.01	 I	 SI2	68.1	59	3054	6.14	6.11	4.17	1	1
0.78	 E	 SI1	60.9	57	3055	5.93	5.97	3.62	0	3
0.65	 D	 VVS2	59.9	58	3056	5.63	5.69	3.39	0	3
0.61	 E	 VVS2	60.8	56	3056	5.5	5.47	3.34	0	5
0.78	 G	 SI1	61.7	56	3056	5.9	5.93	3.65	0	5
0.76	 E	 SI1	62.4	54	3056	5.84	5.86	3.65	0	5
0.9	 I	 SI2	61.5	61	3057	6.13	6.16	3.78	1	3
0.92	 D	 SI2	60.2	61	3057	6.27	6.32	3.79	1	3
0.57	 F	 VVS1	61.1	55	3057	5.36	5.44	3.3	0	5
0.76	 F	 VS1	59.9	61	3057	5.89	5.98	3.56	0	2
0.9	 I	 SI2	60.7	58	3057	6.17	6.21	3.76	1	2
0.82	 H	 SI1	64.9	58	3057	5.82	5.77	3.76	1	1
0.91	 F	 SI2	63.9	56	3058	6.11	6.06	3.89	1	2
0.79	 D	 SI1	61.4	59	3058	5.96	5.89	3.64	0	4
0.91	 J	 VS2	61.6	58	3058	6.28	6.23	3.85	1	4
0.72	 F	 VS1	62.1	59	3059	5.69	5.74	3.55	0	3
0.81	 E	 SI2	62.9	56	3059	5.87	5.9	3.7	1	3
0.71	 E	 VS1	61.8	56	3059	5.74	5.78	3.56	0	3
1.03	 G	 I1	62.4	57	3060	6.41	6.45	4.01	1	3
0.9	 G	 SI2	63.6	57	3060	6.1	6.04	3.86	1	2
0.74	 H	 VVS1	62.4	57	3061	5.76	5.81	3.61	0	3
0.7	 E	 VS1	61.1	55	3061	5.72	5.77	3.51	0	3
0.71	 E	 VS1	63.3	56	3061	5.64	5.68	3.58	0	3
0.9	 J	 SI1	63.8	56	3061	6.11	6.14	3.91	1	3
0.71	 G	 SI1	61.5	55	3061	5.75	5.79	3.55	0	5
0.91	 I	 SI2	57.9	60	3061	6.46	6.39	3.72	1	2
0.71	 G	 VVS1	62.8	57	3062	5.67	5.57	3.53	0	1
0.7	 F	 VVS2	58.7	60	3062	5.8	5.75	3.39	0	4
0.72	 D	 SI1	61.5	56.5	3062	5.76	5.79	3.55	0	5
0.9	 F	 SI2	65.7	63	3062	6.01	5.96	3.93	1	1
0.71	 E	 VS2	62.2	59	3062	5.71	5.61	3.52	0	4
0.71	 E	 VS2	62	61	3062	5.71	5.65	3.52	0	4
0.93	 J	 VS1	60.3	58	3062	6.37	6.31	3.82	1	4
0.7	 E	 VS1	62.2	57	3063	5.63	5.68	3.52	0	3
0.7	 E	 VS1	62.5	56	3063	5.64	5.68	3.54	0	3
0.7	 E	 VS1	59.4	61	3063	5.79	5.83	3.45	0	2
0.71	 E	 VS1	63.3	59	3064	5.64	5.68	3.58	0	3
0.76	 E	 VS2	61.7	62	3064	5.85	5.82	3.6	0	4
0.7	 F	 VS2	61.4	56	3064	5.72	5.75	3.52	0	5
0.7	 F	 VS2	61.6	55	3064	5.72	5.75	3.53	0	5
0.8	 F	 SI2	61.4	56	3064	5.99	5.93	3.66	1	5
0.72	 E	 VS2	63	58	3065	5.69	5.73	3.6	0	3
0.7	 G	 VS1	61.5	56	3065	5.7	5.75	3.52	0	5
0.65	 H	 IF	61.5	55	3065	5.6	5.62	3.45	0	5
0.85	 D	 SI2	61.4	60	3066	6.05	6.13	3.74	1	3
0.77	 I	 VS1	61.4	56	3066	5.9	5.93	3.63	0	5
0.71	 F	 VS1	62	57	3066	5.7	5.75	3.55	0	5
0.71	 F	 VS1	62.1	57	3066	5.73	5.76	3.57	0	5
0.8	 F	 SI2	62.5	56	3066	5.94	5.99	3.73	1	5
0.8	 F	 SI2	61.8	59	3066	5.94	5.96	3.68	1	5
0.73	 E	 VS2	63.1	55	3066	5.77	5.71	3.62	0	3
0.9	 G	 SI2	63.7	62	3067	6.01	6.07	3.85	1	2
0.78	 E	 SI1	62.7	55	3067	5.87	5.9	3.69	0	5
0.7	 E	 VS1	63.4	60	3068	5.63	5.66	3.58	0	3
0.7	 E	 VS2	62.6	56	3068	5.65	5.69	3.55	0	5
0.85	 I	 VS2	60	57	3070	6.1	6.16	3.68	1	3
0.8	 G	 SI1	62.9	56	3070	5.88	5.95	3.72	1	3
0.8	 E	 SI2	62.6	59	3070	5.84	5.91	3.68	1	3
0.92	 J	 SI2	59	63	3070	6.3	6.35	3.73	1	2
0.8	 G	 SI1	62.1	56	3071	6.01	5.85	3.68	1	3
0.82	 I	 VS1	61.6	56	3071	6.05	6.01	3.72	1	5
0.71	 G	 VVS1	62.7	61	3072	5.64	5.68	3.55	0	2
0.7	 G	 VVS1	63.1	56	3073	5.64	5.67	3.57	0	3
0.79	 F	 SI1	58.5	61	3073	6.03	6.08	3.54	0	3
0.7	 G	 VVS1	61.6	55	3073	5.72	5.75	3.53	0	5
0.75	 G	 VS2	61.6	55	3073	5.86	5.89	3.62	0	5
0.71	 E	 VS2	62.2	57	3073	5.69	5.73	3.55	0	5
0.62	 E	 VVS1	61.9	59	3073	5.62	5.5	3.44	0	4
1.03	 G	 I1	60.8	57	3073	6.55	6.51	3.97	1	4
0.7	 D	 VS2	58	65	3073	5.81	5.73	3.39	0	2
0.78	 G	 VS2	61.7	58	3074	5.87	5.92	3.64	0	3
0.9	 I	 VVS2	67	56	3074	5.91	5.83	3.93	1	1
0.77	 H	 VS1	61.4	55	3074	5.89	5.93	3.63	0	5
0.9	 G	 SI1	63.7	56	3074	6.1	6.06	3.87	1	2
0.72	 D	 VS2	61.8	58	3075	5.73	5.76	3.55	0	3
0.72	 D	 VS2	62.6	59	3075	5.69	5.72	3.57	0	3
0.71	 F	 SI2	61.4	56	3075	5.71	5.73	3.51	0	3
0.7	 D	 SI1	62.4	57	3075	5.64	5.67	3.53	0	3
0.72	 H	 VVS1	62.2	57	3075	5.72	5.75	3.57	0	5
0.76	 I	 VS2	61.7	56	3075	5.87	5.9	3.63	0	5
0.76	 D	 SI1	62.8	57	3075	5.81	5.85	3.66	0	5
0.79	 E	 SI1	62.9	55	3075	5.93	5.86	3.71	0	5
0.79	 E	 SI1	60.4	59	3077	5.97	5.99	3.61	0	3
0.79	 E	 SI1	63.7	58	3077	5.79	5.85	3.71	0	3
0.73	 E	 VS2	62.7	56	3077	5.75	5.8	3.62	0	5
0.71	 D	 VS2	64.7	58	3077	5.61	5.58	3.62	0	1
0.71	 D	 VS2	60.3	62	3077	5.76	5.69	3.45	0	4
0.75	 D	 SI1	63.6	58	3078	5.65	5.77	3.63	0	2
0.72	 E	 VS2	62.5	59	3078	5.7	5.73	3.57	0	4
0.83	 D	 SI2	62.7	56	3078	6.01	5.98	3.76	1	4
0.76	 E	 VS2	61.3	56	3079	5.79	5.83	3.56	0	5
0.94	 I	 SI2	63.8	60	3079	6.21	6.14	3.94	1	2
0.91	 D	 SI2	62.5	66	3079	6.08	6.01	3.78	1	1
1	 E	 I1	62.3	58	3080	6.33	6.38	3.96	1	3
1	 H	 I1	61.3	57	3080	6.41	6.44	3.94	1	5
1	 J	 VS1	66.6	57	3080	6.07	6.03	4.03	1	1
1	 H	 SI2	59.4	60	3080	6.49	6.4	3.83	1	4
1	 H	 SI2	62.8	60	3080	6.46	6.34	4.02	1	4
0.82	 F	 SI1	61.1	60	3080	6.02	5.96	3.66	1	4
0.71	 H	 VS2	61.8	55	3080	5.75	5.78	3.56	0	5
0.71	 H	 VS2	61.8	55	3080	5.73	5.75	3.55	0	5
0.79	 D	 SI2	63.2	57	3081	5.81	5.86	3.69	0	3
0.75	 F	 VS2	62.1	57	3081	5.8	5.82	3.61	0	5
0.79	 F	 SI1	62	55	3081	5.93	5.95	3.68	0	5
0.71	 E	 VS1	62.2	57	3081	5.74	5.7	3.56	0	5
0.8	 F	 SI1	63.5	58	3082	5.89	5.85	3.73	1	3
0.91	 H	 SI1	63.4	55	3082	6.18	6.15	3.91	1	3
0.6	 E	 VVS1	62.5	53.7	3082	5.35	5.43	3.38	0	5
0.6	 E	 VVS1	62	53.7	3082	5.4	5.44	3.36	0	5
